-9.998604655265808105e-01,-9.999846816062927246e-01,-9.999303221702575684e-01,-9.998682141304016113e-01,-9.998097419738769531e-01,-9.998970031738281250e-01,-9.999571442604064941e-01,-9.999028444290161133e-01,-9.998133778572082520e-01,-9.999355673789978027e-01,-9.999817609786987305e-01,-9.999600052833557129e-01,-9.999004602432250977e-01,-9.999388456344604492e-01,-9.984347224235534668e-01,-9.999877810478210449e-01,-9.999632835388183594e-01,-9.999175667762756348e-01,-9.999670386314392090e-01,-9.999443888664245605e-01,-9.998794198036193848e-01,-9.999694228172302246e-01,-9.998847842216491699e-01,-9.999759793281555176e-01,-9.923620223999023438e-01,-9.999395012855529785e-01,9.999914765357971191e-01,-9.998675584793090820e-01,-9.999037981033325195e-01,-9.999649524688720703e-01,-9.999828338623046875e-01,-9.999931454658508301e-01,-9.998279213905334473e-01,-9.999452829360961914e-01,-9.979627132415771484e-01
-9.998654723167419434e-01,-9.998970627784729004e-01,-9.999104738235473633e-01,-9.998753070831298828e-01,-9.987960457801818848e-01,-9.998042583465576172e-01,-9.999400973320007324e-01,-9.999172687530517578e-01,-9.999754428863525391e-01,-9.999451041221618652e-01,-9.999763369560241699e-01,-9.999948740005493164e-01,-9.998253583908081055e-01,-9.989607930183410645e-01,-9.921655058860778809e-01,-9.999368786811828613e-01,-9.999387264251708984e-01,-9.999566674232482910e-01,-9.999698400497436523e-01,-9.999539256095886230e-01,-9.999061822891235352e-01,-9.999345541000366211e-01,-9.999003410339355469e-01,-9.999298453330993652e-01,-8.464576601982116699e-01,-9.998911619186401367e-01,-9.999980926513671875e-01,-9.998121857643127441e-01,-9.998978972434997559e-01,-9.999901056289672852e-01,9.999768733978271484e-01,-9.998775720596313477e-01,-9.997897744178771973e-01,-9.999296069145202637e-01,-9.998056888580322266e-01
-9.981963634490966797e-01,-9.996085166931152344e-01,-9.995628595352172852e-01,-9.990115761756896973e-01,-9.995557069778442383e-01,-9.991825222969055176e-01,-9.994013905525207520e-01,-9.990535378456115723e-01,-9.999978542327880859e-01,-9.992193579673767090e-01,-9.240646958351135254e-01,-9.999971985816955566e-01,-9.990808963775634766e-01,-9.979773759841918945e-01,9.994817972183227539e-01,-9.998369812965393066e-01,-9.996955990791320801e-01,-9.990044832229614258e-01,-9.998636841773986816e-01,-9.989604949951171875e-01,-9.995617270469665527e-01,-9.995267987251281738e-01,-9.993947148323059082e-01,-9.997643232345581055e-01,-9.989061951637268066e-01,-9.993572831153869629e-01,-9.663847088813781738e-01,-9.927233457565307617e-01,-9.995874166488647461e-01,-9.998786449432373047e-01,-9.946771860122680664e-01,9.828044772148132324e-01,-9.978218078613281250e-01,-9.996849894523620605e-01,-9.966778159141540527e-01
-9.996642470359802246e-01,-9.999340772628784180e-01,-9.998773336410522461e-01,-9.997120499610900879e-01,-9.996040463447570801e-01,-9.996662735939025879e-01,-9.998920559883117676e-01,-9.996911883354187012e-01,-9.900660514831542969e-01,-9.998436570167541504e-01,-9.999420642852783203e-01,-9.999994039535522461e-01,-9.998093843460083008e-01,-9.991573095321655273e-01,-9.973623752593994141e-01,-9.999512434005737305e-01,-9.998763203620910645e-01,-9.998863935470581055e-01,-9.999693632125854492e-01,-9.998601675033569336e-01,-9.998561143875122070e-01,-9.998806118965148926e-01,-9.998354911804199219e-01,-9.999101758003234863e-01,-9.999992847442626953e-01,-9.997632503509521484e-01,-9.998429417610168457e-01,-9.992561936378479004e-01,-9.997110962867736816e-01,-9.999995231628417969e-01,8.196536302566528320e-01,9.952183961868286133e-01,-9.996674656867980957e-01,-9.999136924743652344e-01,-9.998593926429748535e-01
-9.999774098396301270e-01,-9.999992847442626953e-01,-9.999921321868896484e-01,-9.999866485595703125e-01,-9.999594092369079590e-01,-9.999887943267822266e-01,-9.999936223030090332e-01,-9.999864697456359863e-01,-9.999952912330627441e-01,-9.999943971633911133e-01,-9.999673366546630859e-01,-9.999991655349731445e-01,-9.999936819076538086e-01,-9.999954104423522949e-01,-9.975721836090087891e-01,-9.999996423721313477e-01,-9.999961853027343750e-01,-9.999894499778747559e-01,-9.999976754188537598e-01,-9.999911785125732422e-01,-9.999766349792480469e-01,-9.999967813491821289e-01,-9.999865293502807617e-01,-9.999981522560119629e-01,-9.993952512741088867e-01,-9.999910593032836914e-01,9.999972581863403320e-01,-9.999877810478210449e-01,-9.999865293502807617e-01,-9.999982714653015137e-01,-1.000000000000000000e+00,-9.999792575836181641e-01,-9.999794960021972656e-01,-9.999976754188537598e-01,-9.996421337127685547e-01
-9.999783039093017578e-01,-9.999961853027343750e-01,-9.999868273735046387e-01,-9.999871253967285156e-01,-9.999548196792602539e-01,-9.999845623970031738e-01,-9.999901056289672852e-01,-9.999854564666748047e-01,-9.999849200248718262e-01,-9.999927282333374023e-01,-9.999765157699584961e-01,-9.999945163726806641e-01,-9.999886751174926758e-01,-9.999904632568359375e-01,-9.999852776527404785e-01,-9.999970793724060059e-01,-9.999928474426269531e-01,-9.999871850013732910e-01,-9.999948740005493164e-01,-9.999884963035583496e-01,-9.999889731407165527e-01,-9.999934434890747070e-01,-9.999850988388061523e-01,-9.999970197677612305e-01,9.999945759773254395e-01,-9.999901056289672852e-01,-9.995793700218200684e-01,-9.999929666519165039e-01,-9.999796748161315918e-01,-9.999662041664123535e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.999808073043823242e-01,-9.999950528144836426e-01,-9.994485974311828613e-01
-9.999675154685974121e-01,-9.999918937683105469e-01,-9.999728202819824219e-01,-9.999769330024719238e-01,-9.999280571937561035e-01,-9.999665617942810059e-01,-9.999821782112121582e-01,-9.999701976776123047e-01,-9.999791383743286133e-01,-9.999825358390808105e-01,-9.999912381172180176e-01,-9.999862909317016602e-01,-9.999760389328002930e-01,-9.999736547470092773e-01,-9.977775812149047852e-01,-9.999949336051940918e-01,-9.999852776527404785e-01,-9.999693036079406738e-01,-9.999910593032836914e-01,-9.999846816062927246e-01,-9.999761581420898438e-01,-9.999864101409912109e-01,-9.999763369560241699e-01,-9.999936223030090332e-01,9.999990463256835938e-01,-9.999814033508300781e-01,-9.989396333694458008e-01,-9.999775290489196777e-01,-9.999699592590332031e-01,-9.990769624710083008e-01,-9.999952912330627441e-01,-9.999999403953552246e-01,-9.999596476554870605e-01,-9.999873042106628418e-01,-9.999340772628784180e-01
-9.999774098396301270e-01,-9.999938011169433594e-01,-9.999875426292419434e-01,-9.999676346778869629e-01,-9.999646544456481934e-01,-9.999835491180419922e-01,-9.999960660934448242e-01,-9.999723434448242188e-01,9.999938011169433594e-01,-9.999895691871643066e-01,-9.999997019767761230e-01,-9.999964237213134766e-01,-9.999843239784240723e-01,-9.999681711196899414e-01,-1.000000000000000000e+00,-9.999948740005493164e-01,-9.999928474426269531e-01,-9.999918937683105469e-01,-9.999884366989135742e-01,-9.999913573265075684e-01,-9.999761581420898438e-01,-9.999908208847045898e-01,-9.999796748161315918e-01,-9.999927878379821777e-01,-9.982926845550537109e-01,-9.999816417694091797e-01,-9.999966621398925781e-01,-9.999697804450988770e-01,-9.999861121177673340e-01,-9.999984502792358398e-01,-9.999532103538513184e-01,-9.999774098396301270e-01,-9.999647140502929688e-01,-9.999917745590209961e-01,-9.996572732925415039e-01
-9.999864101409912109e-01,-9.999992251396179199e-01,-9.999926686286926270e-01,-9.999877214431762695e-01,-9.999956488609313965e-01,-9.999929070472717285e-01,-9.999957084655761719e-01,-9.999932646751403809e-01,-9.999924302101135254e-01,-9.999947547912597656e-01,-9.999783039093017578e-01,-9.999989271163940430e-01,-9.999937415122985840e-01,-9.999908804893493652e-01,-9.984750747680664062e-01,-9.999996423721313477e-01,-9.999974370002746582e-01,-9.999953508377075195e-01,-9.999964833259582520e-01,-9.999931454658508301e-01,-9.999818205833435059e-01,-9.999969005584716797e-01,-9.999863505363464355e-01,-9.999970197677612305e-01,-9.995882511138916016e-01,-9.999849200248718262e-01,9.999919533729553223e-01,-9.999868273735046387e-01,-9.999904036521911621e-01,-9.998385906219482422e-01,-1.000000000000000000e+00,-9.999998211860656738e-01,-9.999899268150329590e-01,-9.999974370002746582e-01,-9.978126883506774902e-01
-9.998196363449096680e-01,-9.998595714569091797e-01,-9.998123049736022949e-01,-9.997549057006835938e-01,-9.999609589576721191e-01,-9.997039437294006348e-01,-9.998559951782226562e-01,-9.997975826263427734e-01,-9.989026784896850586e-01,-9.998232722282409668e-01,-9.999819993972778320e-01,-9.999118447303771973e-01,-9.997320175170898438e-01,-9.996322393417358398e-01,-9.998897910118103027e-01,-9.998853802680969238e-01,-9.998452067375183105e-01,-9.998753666877746582e-01,-9.998871684074401855e-01,-9.998816251754760742e-01,-9.998150467872619629e-01,-9.997681379318237305e-01,-9.997661113739013672e-01,-9.998859763145446777e-01,9.999984502792358398e-01,-9.997798204421997070e-01,-9.993285536766052246e-01,-9.998293519020080566e-01,-9.998115897178649902e-01,9.799613952636718750e-01,-9.998510479927062988e-01,-9.999999403953552246e-01,-9.996830224990844727e-01,-9.998965263366699219e-01,-9.994825124740600586e-01
